설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
동래시외버스정류소,정류소,부산광역시,동래구,교통시설,KT,Public WiFi,16-Oct,부산광역시 동래구 중앙대로1325번길 24,부산광역시 동래구 온천동 1437-39,부산광역시,051-888-4604,35.205724,129.076584,2018-08-24
대동병원,병원,부산광역시,동래구,서민·복지시설,LGU+,Public WiFi,16-Oct,부산광역시 동래구 충렬대로 187,부산광역시 동래구 명륜동 530-1,부산광역시,051-888-4604,35.204244,129.080167,2018-08-24
NH농협은행 명장동지점,민원실,부산광역시,동래구,기타,KT,Public WiFi,16-Oct,부산광역시 동래구 명장로20번길 90,부산광역시 동래구 명장동 63-9,부산광역시,051-888-4604,35.202531,129.100217,2018-08-24
금강공원,공원,부산광역시,동래구,지역문화시설,KT,Public WiFi,16-Oct,부산광역시 동래구 우장춘로 155,부산광역시 동래구 온천동 산 27-11,부산광역시,051-888-4604,35.219244,129.075671,2018-08-24
(주)롯데자이언츠,사무실,부산광역시,동래구,지역문화시설,LGU+,Public WiFi,16-Oct,부산광역시 동래구 사직로 45,부산광역시 동래구 사직동 930-1,부산광역시,051-888-4604,35.191751,129.062339,2018-08-24
황전요양원,요양원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 구만덕로172,부산광역시 동래구 온천2동 1737,부산광역시,051-888-4604,35.211531,129.055246,2018-08-24
개금1동주민센터,민원실,부산광역시,부산진구,관공서,SKT,Public WiFi,14-Oct,부산광역시 부산진구 가야대로454번길 9,부산광역시 부산진구 개금동 503-18번지,부산광역시,051-888-4604,35.1526863,129.0219201,2018-08-24
황전양로원,양로원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 구만덕로172,부산광역시 동래구 온천2동 1737,부산광역시,051-888-4604,35.211695,129.054966,2018-08-24
충렬시장,시장,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 충렬대로459번길 73-10,부산광역시 동래구 안락동 464-21,부산광역시,051-888-4604,35.198083,129.109981,2018-08-24
원광노인요양원,요양원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 금강로145번길17,부산광역시 동래구 온천동 84-37,부산광역시,051-888-4604,35.221502,129.079864,2018-08-24
우리집원,우리집원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 우장춘로 208,부산광역시 동래구 온천1동 13-2,부산광역시,051-888-4604,35.224178,129.078139,2018-08-24
온천인정시장,시장,부산광역시,동래구,편의시설,KT,Public WiFi,15-Oct,부산광역시 동래구 온천장로119번길 44-10,부산광역시 동래구 온천동 147-7,부산광역시,051-888-4604,35.2222577,129.0830246,2018-08-24
온천3동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,13-Oct,부산광역시 동래구 아시아드대로231번길 21,부산광역시 동래구 온천동 1246-6,부산광역시,051-888-4604,35.204957,129.0663041,2018-08-24
온천2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 충렬대로107번길 28,부산광역시 동래구 온천동 707-3,부산광역시,051-888-4604,35.2079755,129.0729515,2018-08-24
온천1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 금강로 127,부산광역시 동래구 온천동 221-1,부산광역시,051-888-4604,35.2200658,129.0801032,2018-08-24
온누리복지센터,센터,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 동래로159번길 24,부산광역시 동래구 복천동 95-3,부산광역시,051-888-4604,35.2047763,129.0890594,2018-08-24
안락시장,시장,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 충렬대로410번길 21,부산광역시 동래구 안락동 603-1,부산광역시,051-888-4604,35.195484,129.103312,2018-08-24
안락2동주민센터,민원실,부산광역시,동래구,관공서,SKT,Public WiFi,14-Oct,부산광역시 동래구 명안로18번길 103,부산광역시 동래구 안락2동 464-38,부산광역시,051-888-4604,35.197732,129.110081,2018-08-24
암남공원 주차장,주차장,부산광역시,서구,관광,SKT,Public WiFi,12-Oct,부산광역시 서구 암남동 620-12,부산광역시 서구 암남동 620-12,부산광역시,051-888-4604,35.0634193,129.0202792,2018-08-24
망미1동 복합청사,민원실,부산광역시,수영구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 수영구 연수로315번길 23(망미동),부산광역시 수영구 망미동 640-15,부산광역시,051-888-4604,35.1734383,129.1049449,2018-08-24
동산원,동산원,부산광역시,수영구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 수영구 광일로 29번길 42,부산광역시 수영구 광안1동 536-44,부산광역시,051-888-4604,35.160614,129.109941,2018-08-24
도영하우스,도영하우스,부산광역시,수영구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 수영구 망미 번영로16번 나길4 (광안동),부산광역시 수영구 광안동 1041-15,부산광역시,051-888-4604,35.167853,129.110008,2018-08-24
남천해변시장,시장,부산광역시,수영구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 수영구 광안해변로15번길 77 (남천동),부산광역시 수영구 남천동 556,부산광역시,051-888-4604,35.160599,129.112509,2018-08-24
남천역,역사,부산광역시,수영구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 수영구 수영로 408,부산광역시 수영구 남천동 19,부산광역시,051-888-4604,35.142318,129.108617,2018-08-24
남천동 도서관,도서관,부산광역시,수영구,지역문화시설,SKT,Public WiFi,12-Oct,부산광역시 수영구 남천서로 33,부산광역시 수영구 남천동 489-33,부산광역시,051-888-4604,35.1445103,129.1051971,2018-08-24
남천2동 주민센터,민원실,부산광역시,수영구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 수영구 광안해변로99(남천동),부산광역시 수영구 남천동 148-75,부산광역시,051-888-4604,35.1438178,129.114759,2018-08-24
남천1동 주민센터,민원실,부산광역시,수영구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 수영구 남천동로 13(남천동),부산광역시 수영구 남천동 14-28,부산광역시,051-888-4604,35.1426974,129.1103175,2018-08-24
남부산우체국,민원실,부산광역시,수영구,관공서,KT,Public WiFi,13-Oct,부산광역시 수영구 수영로 448,부산광역시 수영구 남천1동 27-4번지,부산광역시,051-888-4604,35.145511,129.110301,2018-08-24
금련산청소년수련원,수련원,부산광역시,수영구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 수영구 황령산로 156,부산광역시 수영구 광안4동 산60-3,부산광역시,051-888-4604,35.154551,129.101869,2018-08-24
광안어패류시장,시장,부산광역시,수영구,관광,SKT,Public WiFi,15-Oct,부산광역시 수영구 민락동 181-72,부산광역시 수영구 민락동 181-72번지,부산광역시,051-888-4604,35.155495,129.124623,2018-08-24
광안4동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 호암로9번길 34,부산광역시 수영구 광안동 773-8,부산광역시,051-888-4604,35.1550556,129.1114095,2018-08-24
광안3동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 망미번영로38번길 103,부산광역시 수영구 광안동 1070-3,부산광역시,051-888-4604,35.1679043,129.1135766,2018-08-24
광안2동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 광안로16번길 22,부산광역시 수영구 광안동 509-19,부산광역시,051-888-4604,35.1556707,129.1137603,2018-08-24
광안1동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 광일로14번길 17 (광안동),부산광역시 수영구 광안동 494-1,부산광역시,051-888-4604,35.1629056,129.1124947,2018-08-24
광안리해수욕장,수변공원끝부분,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 민락수변로 125,부산광역시 수영구 민락동 110-19,부산광역시,051-888-4604,35.154949,129.133841,2018-08-24
광안리해수욕장,부산시수협방파제,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 민락동 113-53,부산광역시 수영구 민락동 113-53,부산광역시,051-888-4604,35.153979,129.131236,2018-08-24
광안리해수욕장,씨사이드웨딩홀 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 수변로 29,부산광역시 수영구 민락동 181-223,부산광역시,051-888-4604,35.159491,129.124001,2018-08-24
광안리해수욕장,엘모텔 GS25앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 광안해변로 259,부산광역시 수영구 민락동 177-8,부산광역시,051-888-4604,35.156367,129.122167,2018-08-24
광안리해수욕장,삼익비치타운301동 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 남천동 148-6,부산광역시 수영구 남천동 148-6,부산광역시,051-888-4604,35.146059,129.117613,2018-08-24
광안리해수욕장,광남초등학교 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 광안해변로54번길 222,부산광역시 수영구 남천동 147-2,부산광역시,051-888-4604,35.146116,129.114781,2018-08-24
광안리해수욕장,게스후레스토랑 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 광안해변로 183,부산광역시 수영구 광안동 200-1,부산광역시,051-888-4604,35.153144,129.118661,2018-08-24
구덕문화공원,광장,부산광역시,서구,관광,SKT,Public WiFi,12-Oct,부산광역시 서구 꽃마을로163번길 73,부산광역시 서구 서대신동3가 산 18-15,부산광역시,051-888-4604,35.1264082,129.0052635,2018-08-24
충무동 주민센터,민원실,부산광역시,서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 서구 구덕로148번길 16,부산광역시 서구 토성동5가 22-11,부산광역시,051-888-4604,35.098025,129.021635,2018-08-24
초장동 주민센터,민원실,부산광역시,서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 서구 초장로27번길 32,부산광역시 서구 초장동 75-483,부산광역시,051-888-4604,35.095977,129.020293,2018-08-24
안락2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 명안로18번길 103,부산광역시 동래구 안락동 464-38,부산광역시,051-888-4604,35.1977135,129.1100612,2018-08-24
안락1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 안연로110번길 9,부산광역시 동래구 안락동 433-24,부산광역시,051-888-4604,35.1970549,129.0985668,2018-08-24
신세계요양병원,병원,부산광역시,동래구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 동래구 온천장로 40,부산광역시 동래구 온천동 449-6,부산광역시,051-888-4604,35.2156767,129.0797061,2018-08-24
신라직업재활시설,시설,부산광역시,동래구,서민·복지시설,SKT,Public WiFi,15-Oct,부산광역시 동래구 쇠미로 179,부산광역시 동래구 온천동 1202-7,부산광역시,051-888-4604,35.2065326,129.0625082,2018-08-24
수안역,역사,부산광역시,동래구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 동래구 충렬대로 223,부산광역시 동래구 수안동204-2,부산광역시,051-888-4604,35.201835,129.083804,2018-08-24
수민동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 온천천로339번길 48,부산광역시 동래구 낙민동 135-10,부산광역시,051-888-4604,35.1960319,129.0910345,2018-08-24
성지노인요양원,요양원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 석사북로 40-1,부산광역시 동래구 사직동 22-32번지,부산광역시,051-888-4604,35.2017557,129.0633365,2018-08-24
서원시장,시장,부산광역시,동래구,편의시설,KT,Public WiFi,15-Oct,부산광역시 동래구 충렬대로359번길 55,부산광역시 동래구 안락동 425-51,부산광역시,051-888-4604,35.2003971,129.0990175,2018-08-24
새들원,새들원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 금정마을로83,부산광역시 동래구 온천동 산 75-3,부산광역시,051-888-4604,35.213345,129.064374,2018-08-24
상락정연화홈,연화홈,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 명륜로 218번길 23,부산광역시 동래구 명륜동 72-4번지,부산광역시,051-888-4604,35.213182,129.0844783,2018-08-24
사직종합사회복지관,복지관,부산광역시,동래구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 동래구 사직북로 77,부산광역시 동래구 사직2동 594-8번지,부산광역시,051-888-4604,35.2004476,129.0561317,2018-08-24
사직3동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 아시아드대로154번길 79,부산광역시 동래구 사직동 123-23,부산광역시,051-888-4604,35.1994595,129.0694541,2018-08-24
사직2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 사직북로 69,부산광역시 동래구 사직동 29-2,부산광역시,051-888-4604,35.2002328,129.0569242,2018-08-24
사직1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 석사로 19,부산광역시 동래구 사직동 50-16,부산광역시,051-888-4604,35.1989775,129.0619357,2018-08-24
부산해양자연사박물관,박물관,부산광역시,동래구,지역문화시설,KT,Public WiFi,12-Oct,부산광역시 동래구 우장춘로 175,부산광역시 동래구 온천1동 산13-1,부산광역시,051-888-4604,35.2219917,129.0758813,2018-08-24
